OBJECTID *,Shape *,Field1,index,DT_UTC_ts,mag,lat,lon,source,time_diff,duplicate,geometry
15587,Point,00:00.0,15590,16:25.6,0.5,56.0031,-120.6205,nrcan,337.606,0,POINT (-120.6205 56.0031)
15588,Point,00:00.0,15591,41:25.0,0.6,56.0157,-120.7101,nrcan,8699.447,0,POINT (-120.7101 56.0157)
15589,Point,00:00.0,15592,19:17.3,0.5,56.0058,-120.7189,nrcan,13072.286,0,POINT (-120.7189 56.0058)
15590,Point,00:00.0,15593,34:26.5,0.6,55.9783,-120.6514,nrcan,15309.182,0,POINT (-120.6514 55.9783)
15591,Point,00:00.0,15594,58:19.2,1,56.0235,-120.6554,nrcan,23032.683,0,POINT (-120.6554 56.0235)
15592,Point,00:00.0,15595,59:13.8,0.7,55.9784,-120.6626,nrcan,7254.645,0,POINT (-120.6626 55.9784)
15593,Point,00:00.0,15596,29:50.7,0.9,55.9859,-120.6497,nrcan,16236.895,0,POINT (-120.6497 55.9859)
15594,Point,00:00.0,15597,31:24.1,0.7,55.9845,-120.6437,nrcan,93.377,0,POINT (-120.6437 55.9845)
15595,Point,00:00.0,15598,34:11.1,0.7,56.0057,-120.7152,nrcan,7366.97,0,POINT (-120.7152 56.0057)
15596,Point,00:00.0,15599,45:18.9,0.6,55.9855,-120.6455,nrcan,11467.884,0,POINT (-120.6455 55.9855)
15597,Point,00:00.0,15600,19:44.5,1.8,55.987,-120.6544,nrcan,2065.529,0,POINT (-120.6544 55.987)
15598,Point,00:00.0,15601,21:25.3,0.6,55.9899,-120.6566,nrcan,100.831,0,POINT (-120.6566 55.9899)
15599,Point,00:00.0,15602,28:58.5,0.6,55.9845,-120.6455,nrcan,453.235,0,POINT (-120.6455 55.9845)
15600,Point,00:00.0,15603,39:55.8,0.7,55.9886,-120.6562,nrcan,657.264,0,POINT (-120.6562 55.9886)
15601,Point,00:00.0,15604,10:47.0,1.1,55.9833,-120.6526,nrcan,5451.237,0,POINT (-120.6526 55.9833)
15602,Point,00:00.0,15605,59:42.8,0.7,55.9867,-120.653,nrcan,2935.803,0,POINT (-120.653 55.9867)
15603,Point,00:00.0,15606,04:13.9,0.6,55.9816,-120.6663,nrcan,271.081,0,POINT (-120.6663 55.9816)
15604,Point,00:00.0,15607,08:17.1,0.7,55.9867,-120.6548,nrcan,243.156,0,POINT (-120.6548 55.9867)
15605,Point,00:00.0,15608,49:35.7,0.8,55.9877,-120.6492,nrcan,2478.65,0,POINT (-120.6492 55.9877)
15606,Point,00:00.0,15609,37:34.3,1.3,56.2889,-120.9278,nrcan,6478.547,0,POINT (-120.9278 56.2889)
15607,Point,00:00.0,15610,11:44.0,0.6,55.9861,-120.6521,nrcan,2049.712,0,POINT (-120.6521 55.9861)
15608,Point,00:00.0,15611,52:29.3,0.8,55.9901,-120.6571,nrcan,13245.333,0,POINT (-120.6571 55.9901)
15609,Point,00:00.0,15612,56:34.8,0.6,55.9857,-120.6586,nrcan,245.432,0,POINT (-120.6586 55.9857)
15610,Point,00:00.0,15613,16:58.4,1.3,56.3319,-122.071,nrcan,4823.6,0,POINT (-122.071 56.3319)
15611,Point,00:00.0,15614,02:02.7,0.7,55.9882,-120.6482,nrcan,17104.359,0,POINT (-120.6482 55.9882)
15612,Point,00:00.0,15615,40:08.6,1.3,55.9911,-120.6486,nrcan,5885.929,0,POINT (-120.6486 55.9911)
15613,Point,00:00.0,15616,59:57.3,1,56.008,-120.7052,nrcan,1188.635,0,POINT (-120.7052 56.008)
15614,Point,00:00.0,15617,02:15.0,0.7,56.0063,-120.7161,nrcan,3737.686,0,POINT (-120.7161 56.0063)
15615,Point,00:00.0,15618,17:43.5,1.6,56.0064,-120.7072,nrcan,18928.537,0,POINT (-120.7072 56.0064)
15616,Point,00:00.0,15619,45:58.0,0.9,56.0083,-120.7085,nrcan,8894.483,0,POINT (-120.7085 56.0083)
15617,Point,00:00.0,15620,07:23.1,1.1,56.0039,-120.6936,nrcan,19285.149,0,POINT (-120.6936 56.0039)
15618,Point,00:00.0,15621,29:05.2,1.1,56.0082,-120.6973,nrcan,1302.097,0,POINT (-120.6973 56.0082)
15619,Point,00:00.0,15622,59:26.0,1.5,56.0079,-120.7005,nrcan,1820.814,0,POINT (-120.7005 56.0079)
15620,Point,00:00.0,15623,47:07.4,1.6,55.9844,-120.661,nrcan,13661.382,0,POINT (-120.661 55.9844)
15621,Point,00:00.0,15624,46:17.5,1,55.9826,-120.6625,nrcan,3550.055,0,POINT (-120.6625 55.9826)
15622,Point,00:00.0,15625,22:14.3,2.5,55.988,-120.6515,nrcan,2156.841,0,POINT (-120.6515 55.988)
15623,Point,00:00.0,15626,13:19.8,1.1,55.9835,-120.6475,nrcan,6665.52,0,POINT (-120.6475 55.9835)
15624,Point,00:00.0,15627,31:33.5,0.8,55.9821,-120.6634,nrcan,11893.631,0,POINT (-120.6634 55.9821)
15625,Point,00:00.0,15628,59:10.9,0.9,55.9771,-120.6402,nrcan,1657.391,0,POINT (-120.6402 55.9771)
15626,Point,00:00.0,15629,17:47.5,0.7,55.9722,-120.6722,nrcan,19116.614,0,POINT (-120.6722 55.9722)
15627,Point,00:00.0,15630,05:08.7,0.7,55.965,-120.6856,nrcan,6441.207,0,POINT (-120.6856 55.965)
15628,Point,00:00.0,15631,24:42.3,2.1,56.01,-120.7005,nrcan,8373.585,0,POINT (-120.7005 56.01)
15629,Point,00:00.0,15632,36:24.1,0.8,55.9847,-120.6662,nrcan,701.834,0,POINT (-120.6662 55.9847)
15630,Point,00:00.0,15633,16:17.4,0.9,55.9891,-120.6609,nrcan,9593.303,0,POINT (-120.6609 55.9891)
15631,Point,00:00.0,15634,22:58.1,1.2,55.987,-120.6572,nrcan,400.705,0,POINT (-120.6572 55.987)
15632,Point,00:00.0,15635,24:56.7,0.3,55.9639,-120.6837,nrcan,118.6,0,POINT (-120.6837 55.9639)
15633,Point,00:00.0,15636,25:30.8,0.7,55.9867,-120.6586,nrcan,34.1,0,POINT (-120.6586 55.9867)
15634,Point,00:00.0,15637,22:43.7,0.5,56.0028,-120.6899,nrcan,3432.84,0,POINT (-120.6899 56.0028)
15635,Point,00:00.0,15638,48:25.2,1.3,55.9918,-120.6617,nrcan,1541.52,0,POINT (-120.6617 55.9918)
15636,Point,00:00.0,15639,50:31.8,0.3,55.9879,-120.6717,nrcan,126.578,0,POINT (-120.6717 55.9879)
15637,Point,00:00.0,15640,01:21.0,0.6,55.9889,-120.6604,nrcan,649.22,0,POINT (-120.6604 55.9889)
15638,Point,00:00.0,15641,11:12.2,0.5,55.9869,-120.6698,nrcan,591.191,0,POINT (-120.6698 55.9869)
15639,Point,00:00.0,15642,25:00.8,1.6,55.9923,-120.6617,nrcan,828.67,0,POINT (-120.6617 55.9923)
15640,Point,00:00.0,15643,05:00.0,1.1,55.9871,-120.6675,nrcan,5999.165,0,POINT (-120.6675 55.9871)
15641,Point,00:00.0,15644,30:08.2,0.9,55.9876,-120.6628,nrcan,1508.197,0,POINT (-120.6628 55.9876)
15642,Point,00:00.0,15645,15:07.3,0.4,55.9867,-120.6586,nrcan,2699.151,0,POINT (-120.6586 55.9867)
15643,Point,00:00.0,15646,17:22.3,1.1,55.9876,-120.6647,nrcan,134.94,0,POINT (-120.6647 55.9876)
15644,Point,00:00.0,15647,31:32.0,1.5,56.0048,-120.7016,nrcan,849.695,0,POINT (-120.7016 56.0048)
15645,Point,00:00.0,15648,48:15.4,0.8,55.9904,-120.6557,nrcan,1003.424,0,POINT (-120.6557 55.9904)
15646,Point,00:00.0,15649,54:43.0,0.4,56.0083,-120.7104,nrcan,387.59,0,POINT (-120.7104 56.0083)
15647,Point,00:00.0,15650,20:31.3,1.1,55.9891,-120.6599,nrcan,1548.34,0,POINT (-120.6599 55.9891)
15648,Point,00:00.0,15651,36:51.6,0.5,55.9951,-120.6564,nrcan,980.281,0,POINT (-120.6564 55.9951)
15649,Point,00:00.0,15652,56:44.4,0.4,56.0041,-120.7068,nrcan,1192.774,0,POINT (-120.7068 56.0041)
15650,Point,00:00.0,15653,28:55.6,0.5,55.9858,-120.668,nrcan,5531.238,0,POINT (-120.668 55.9858)
15651,Point,00:00.0,15654,51:44.0,0.6,56.0071,-120.6992,nrcan,1368.344,0,POINT (-120.6992 56.0071)
15652,Point,00:00.0,15655,52:06.3,1.4,56.008,-120.7015,nrcan,22.302,0,POINT (-120.7015 56.008)
15653,Point,00:00.0,15656,47:46.5,0.2,55.9858,-120.6717,nrcan,6940.204,0,POINT (-120.6717 55.9858)
15654,Point,00:00.0,15657,11:08.8,0.3,55.9815,-120.6644,nrcan,1402.371,0,POINT (-120.6644 55.9815)
15655,Point,00:00.0,15658,21:42.3,0.5,55.9889,-120.6604,nrcan,633.47,0,POINT (-120.6604 55.9889)
15656,Point,00:00.0,15659,38:50.9,1,55.9886,-120.6627,nrcan,1028.577,0,POINT (-120.6627 55.9886)
15657,Point,00:00.0,15660,56:53.6,0.7,55.9886,-120.6618,nrcan,1082.689,0,POINT (-120.6618 55.9886)
15658,Point,00:00.0,15661,13:13.6,1.6,55.9813,-120.6696,nrcan,980.022,0,POINT (-120.6696 55.9813)
15659,Point,00:00.0,15662,07:44.0,1.1,55.9871,-120.6647,nrcan,3270.428,0,POINT (-120.6647 55.9871)
15660,Point,00:00.0,15663,47:47.1,0.7,55.9931,-120.664,nrcan,6003.081,0,POINT (-120.664 55.9931)
15661,Point,00:00.0,15664,14:45.8,0.3,55.9806,-120.6775,nrcan,1618.655,0,POINT (-120.6775 55.9806)
15662,Point,00:00.0,15665,58:05.2,0.9,56.0101,-120.7023,nrcan,2599.431,0,POINT (-120.7023 56.0101)
15663,Point,00:00.0,15666,47:53.1,0.8,55.9845,-120.6695,nrcan,2987.88,0,POINT (-120.6695 55.9845)
15664,Point,00:00.0,15667,53:17.4,2.2,56.3202,-122.0996,nrcan,11124.291,0,POINT (-122.0996 56.3202)
15665,Point,00:00.0,15668,57:06.7,1.3,56.3254,-122.0884,nrcan,3829.287,0,POINT (-122.0884 56.3254)
15666,Point,00:00.0,15669,20:11.4,0.4,55.9879,-120.6642,nrcan,1384.699,0,POINT (-120.6642 55.9879)
15667,Point,00:00.0,15670,03:42.0,0.7,55.9892,-120.6646,nrcan,6210.687,0,POINT (-120.6646 55.9892)
15668,Point,00:00.0,15671,09:44.4,0.5,55.9858,-120.6717,nrcan,362.352,0,POINT (-120.6717 55.9858)
15669,Point,00:00.0,15672,12:02.4,0.5,55.9879,-120.6679,nrcan,137.969,0,POINT (-120.6679 55.9879)
15670,Point,00:00.0,15673,49:01.8,0.9,55.9897,-120.6618,nrcan,2219.441,0,POINT (-120.6618 55.9897)
15671,Point,00:00.0,15674,05:03.6,1.2,55.983,-120.6733,nrcan,4561.841,0,POINT (-120.6733 55.983)
15672,Point,00:00.0,15675,47:24.4,0.6,56.0263,-120.7229,nrcan,13340.774,0,POINT (-120.7229 56.0263)
15673,Point,00:00.0,15676,24:32.9,2,56.0074,-120.6996,nrcan,9428.436,0,POINT (-120.6996 56.0074)
15674,Point,00:00.0,15677,28:02.1,1.2,55.9887,-120.6702,nrcan,209.277,0,POINT (-120.6702 55.9887)
15675,Point,00:00.0,15678,32:19.8,1.4,56.142,-120.8914,nrcan,36257.682,0,POINT (-120.8914 56.142)
15676,Point,00:00.0,15679,30:11.3,1.2,56.1383,-120.8886,nrcan,3471.532,0,POINT (-120.8886 56.1383)
15677,Point,00:00.0,15680,04:23.4,0.6,55.9844,-120.6821,nrcan,2052.049,0,POINT (-120.6821 55.9844)
15678,Point,00:00.0,15681,00:27.4,1.4,55.994,-120.6729,nrcan,3364.012,0,POINT (-120.6729 55.994)
15679,Point,00:00.0,15682,17:15.9,0.8,55.9864,-120.6783,nrcan,4608.473,0,POINT (-120.6783 55.9864)
15680,Point,00:00.0,15683,44:48.6,0.8,55.9921,-120.6715,nrcan,1652.689,0,POINT (-120.6715 55.9921)
15681,Point,00:00.0,15684,06:24.1,0.6,55.9857,-120.6586,nrcan,4895.555,0,POINT (-120.6586 55.9857)
15682,Point,00:00.0,15685,50:29.4,0.6,55.9794,-120.657,nrcan,6245.274,0,POINT (-120.657 55.9794)
15683,Point,00:00.0,15686,08:54.3,0.6,55.9921,-120.664,nrcan,8304.908,0,POINT (-120.664 55.9921)
15684,Point,00:00.0,15687,12:08.7,2,55.9924,-120.6682,nrcan,194.424,0,POINT (-120.6682 55.9924)
15685,Point,00:00.0,15688,16:54.4,0.7,55.9931,-120.6677,nrcan,285.671,0,POINT (-120.6677 55.9931)
15686,Point,00:00.0,15689,19:36.0,0.8,55.9859,-120.6792,nrcan,161.558,0,POINT (-120.6792 55.9859)
15687,Point,00:00.0,15690,22:24.2,1.5,55.9939,-120.6691,nrcan,168.224,0,POINT (-120.6691 55.9939)
15688,Point,00:00.0,15691,33:20.1,1,55.9949,-120.6635,nrcan,655.923,0,POINT (-120.6635 55.9949)
15689,Point,00:00.0,15692,41:18.0,0.7,55.9921,-120.6697,nrcan,477.922,0,POINT (-120.6697 55.9921)
15690,Point,00:00.0,15693,43:22.8,0.9,55.9953,-120.6714,nrcan,124.735,0,POINT (-120.6714 55.9953)
15691,Point,00:00.0,15694,02:53.9,0.8,55.9932,-120.6696,nrcan,1171.124,0,POINT (-120.6696 55.9932)
15692,Point,00:00.0,15695,13:40.2,0.8,55.9901,-120.6791,nrcan,646.337,0,POINT (-120.6791 55.9901)
15693,Point,00:00.0,15696,39:31.5,0.7,55.9906,-120.6781,nrcan,1551.303,0,POINT (-120.6781 55.9906)
15694,Point,00:00.0,15697,48:50.8,0.7,55.9827,-120.6719,nrcan,559.284,0,POINT (-120.6719 55.9827)
15695,Point,00:00.0,15698,51:02.7,0.7,55.989,-120.6735,nrcan,3731.858,0,POINT (-120.6735 55.989)
15696,Point,00:00.0,15699,57:45.9,1.2,55.9835,-120.6751,nrcan,18403.271,0,POINT (-120.6751 55.9835)
15697,Point,00:00.0,15700,09:50.2,0.6,55.9669,-120.6686,nrcan,15124.242,0,POINT (-120.6686 55.9669)
15698,Point,00:00.0,15701,21:21.2,0.9,55.9953,-120.6714,nrcan,15090.967,0,POINT (-120.6714 55.9953)
15699,Point,00:00.0,15702,47:50.6,1.1,55.9924,-120.6739,nrcan,30389.494,0,POINT (-120.6739 55.9924)
15700,Point,00:00.0,15703,49:31.6,0.7,55.9926,-120.6668,nrcan,100.948,0,POINT (-120.6668 55.9926)
15701,Point,00:00.0,15704,52:03.7,0.6,55.9948,-120.6283,nrcan,152.058,0,POINT (-120.6283 55.9948)
15702,Point,00:00.0,15705,21:11.1,1.7,55.9945,-120.6719,nrcan,1747.487,0,POINT (-120.6719 55.9945)
15703,Point,00:00.0,15706,57:32.7,0.8,55.9942,-120.6677,nrcan,2181.592,0,POINT (-120.6677 55.9942)
15704,Point,00:00.0,15707,39:14.0,1.9,55.9929,-120.672,nrcan,2501.312,0,POINT (-120.672 55.9929)
15705,Point,00:00.0,15708,51:20.6,0.7,55.9869,-120.6773,nrcan,4326.524,0,POINT (-120.6773 55.9869)
15706,Point,00:00.0,15709,01:16.2,0.5,55.9878,-120.6586,nrcan,4195.583,0,POINT (-120.6586 55.9878)
15707,Point,00:00.0,15710,24:21.4,1.3,56.0048,-120.7016,nrcan,4985.217,0,POINT (-120.7016 56.0048)
15708,Point,00:00.0,15711,25:20.5,1.2,55.9924,-120.6739,nrcan,59.094,0,POINT (-120.6739 55.9924)
15709,Point,00:00.0,15712,57:44.0,1.6,55.9924,-120.6739,nrcan,5543.539,0,POINT (-120.6739 55.9924)
15710,Point,00:00.0,15713,01:48.4,1,55.9125,-120.2143,nrcan,244.415,0,POINT (-120.2143 55.9125)
15711,Point,00:00.0,15714,16:07.8,0.8,55.9826,-120.6681,nrcan,859.422,0,POINT (-120.6681 55.9826)
15712,Point,00:00.0,15715,08:26.5,1.1,55.9929,-120.6729,nrcan,3138.63,0,POINT (-120.6729 55.9929)
15713,Point,00:00.0,15716,47:11.9,1,55.9924,-120.6729,nrcan,16725.453,0,POINT (-120.6729 55.9924)
15714,Point,00:00.0,15717,20:23.7,1.5,56.003,-120.7012,nrcan,12791.747,0,POINT (-120.7012 56.003)
15715,Point,00:00.0,15718,36:07.9,1.2,55.9042,-120.2175,nrcan,22544.256,0,POINT (-120.2175 55.9042)
15716,Point,00:00.0,15719,50:04.3,1.2,55.9911,-120.6716,nrcan,836.364,0,POINT (-120.6716 55.9911)
15717,Point,00:00.0,15720,03:30.1,1,55.9839,-120.6906,nrcan,805.822,0,POINT (-120.6906 55.9839)
15718,Point,00:00.0,15721,10:45.3,0.9,55.9864,-120.6783,nrcan,435.229,0,POINT (-120.6783 55.9864)
15719,Point,00:00.0,15722,11:04.6,0.9,55.9888,-120.6585,nrcan,19.234,0,POINT (-120.6585 55.9888)
15720,Point,00:00.0,15723,15:38.5,1.3,55.9932,-120.6734,nrcan,273.969,0,POINT (-120.6734 55.9932)
15721,Point,00:00.0,15724,04:35.2,1.5,55.9909,-120.6758,nrcan,2936.662,0,POINT (-120.6758 55.9909)
15722,Point,00:00.0,15725,35:23.8,1.6,55.9908,-120.672,nrcan,5448.613,0,POINT (-120.672 55.9908)
15723,Point,00:00.0,15726,58:53.1,1.5,55.9911,-120.6772,nrcan,5009.313,0,POINT (-120.6772 55.9911)
15724,Point,00:00.0,15727,24:38.5,1.3,55.9869,-120.6755,nrcan,1545.394,0,POINT (-120.6755 55.9869)
15725,Point,00:00.0,15728,39:44.0,1.4,55.9879,-120.6698,nrcan,4505.493,0,POINT (-120.6698 55.9879)
15726,Point,00:00.0,15729,36:24.6,1.3,55.989,-120.6716,nrcan,3400.602,0,POINT (-120.6716 55.989)
15727,Point,00:00.0,15730,15:26.7,1.7,55.9911,-120.6772,nrcan,5942.108,0,POINT (-120.6772 55.9911)
15728,Point,00:00.0,15731,29:58.2,0.9,55.991,-120.6641,nrcan,8071.475,0,POINT (-120.6641 55.991)
15729,Point,00:00.0,15732,35:31.3,1.3,55.989,-120.6735,nrcan,333.074,0,POINT (-120.6735 55.989)
15730,Point,00:00.0,15733,38:38.7,0.8,55.9899,-120.6622,nrcan,187.427,0,POINT (-120.6622 55.9899)
15731,Point,00:00.0,15734,43:16.4,1.2,55.9898,-120.6749,nrcan,277.696,0,POINT (-120.6749 55.9898)
15732,Point,00:00.0,15735,53:29.5,1.4,55.9911,-120.6697,nrcan,613.092,0,POINT (-120.6697 55.9911)
15733,Point,00:00.0,15736,20:33.6,1,55.9881,-120.6829,nrcan,1624.075,0,POINT (-120.6829 55.9881)
15734,Point,00:00.0,15737,35:41.2,1.9,55.9913,-120.6711,nrcan,907.643,0,POINT (-120.6711 55.9913)
15735,Point,00:00.0,15738,00:46.0,1.3,55.9887,-120.6731,nrcan,1504.816,0,POINT (-120.6731 55.9887)
15736,Point,00:00.0,15739,29:47.3,1.6,55.9887,-120.6712,nrcan,1741.306,0,POINT (-120.6712 55.9887)
15737,Point,00:00.0,15740,39:58.3,1.4,55.9911,-120.6753,nrcan,611.011,0,POINT (-120.6753 55.9911)
15738,Point,00:00.0,15741,53:56.6,1.1,55.9921,-120.6659,nrcan,838.3,0,POINT (-120.6659 55.9921)
15739,Point,00:00.0,15742,02:13.9,2.1,55.9961,-120.6737,nrcan,497.288,0,POINT (-120.6737 55.9961)
15740,Point,00:00.0,15743,15:33.6,0.7,55.9891,-120.6848,nrcan,799.672,0,POINT (-120.6848 55.9891)
15741,Point,00:00.0,15744,44:04.4,0.9,55.9931,-120.6621,nrcan,1710.838,0,POINT (-120.6621 55.9931)
15742,Point,00:00.0,15745,51:24.1,1.3,55.9901,-120.6772,nrcan,439.667,0,POINT (-120.6772 55.9901)
15743,Point,00:00.0,15746,23:23.1,2.3,55.9898,-120.6768,nrcan,1918.982,0,POINT (-120.6768 55.9898)
15744,Point,00:00.0,15747,29:47.0,1.8,55.9925,-120.6776,nrcan,383.9,0,POINT (-120.6776 55.9925)
15745,Point,00:00.0,15748,40:52.2,0.8,55.9884,-120.6632,nrcan,665.162,0,POINT (-120.6632 55.9884)
15746,Point,00:00.0,15749,45:05.4,1.2,55.9922,-120.679,nrcan,253.223,0,POINT (-120.679 55.9922)
15747,Point,00:00.0,15750,03:20.4,1.1,55.987,-120.6811,nrcan,1095.052,0,POINT (-120.6811 55.987)
15748,Point,00:00.0,15751,12:19.9,1.1,55.9943,-120.6752,nrcan,539.486,0,POINT (-120.6752 55.9943)
15749,Point,00:00.0,15752,25:49.5,0.7,55.9912,-120.6866,nrcan,809.546,0,POINT (-120.6866 55.9912)
15750,Point,00:00.0,15753,31:08.3,1.4,55.9919,-120.6767,nrcan,318.886,0,POINT (-120.6767 55.9919)
15751,Point,00:00.0,15754,45:11.2,0.9,55.9927,-120.6743,nrcan,842.841,0,POINT (-120.6743 55.9927)
15752,Point,00:00.0,15755,45:58.1,1.7,55.9972,-120.6775,nrcan,3646.949,0,POINT (-120.6775 55.9972)
15753,Point,00:00.0,15756,57:18.9,0.8,55.987,-120.6867,nrcan,680.785,0,POINT (-120.6867 55.987)
15754,Point,00:00.0,15757,18:02.8,0.9,55.988,-120.6792,nrcan,1243.854,0,POINT (-120.6792 55.988)
15755,Point,00:00.0,15758,22:09.6,1.6,55.9909,-120.6767,nrcan,246.808,0,POINT (-120.6767 55.9909)
15756,Point,00:00.0,15759,55:44.3,0.9,55.987,-120.683,nrcan,2014.678,0,POINT (-120.683 55.987)
15757,Point,00:00.0,15760,47:51.9,1.5,55.9967,-120.6784,nrcan,3127.604,0,POINT (-120.6784 55.9967)
15758,Point,00:00.0,15761,02:37.4,1,55.9974,-120.6751,nrcan,885.565,0,POINT (-120.6751 55.9974)
15759,Point,00:00.0,15762,07:18.6,0.9,55.9951,-120.6775,nrcan,281.159,0,POINT (-120.6775 55.9951)
15760,Point,00:00.0,15763,21:26.2,2.2,56.5308,-122.342,nrcan,847.639,0,POINT (-122.342 56.5308)
15761,Point,00:00.0,15764,58:11.6,0.9,55.9932,-120.6734,nrcan,5805.336,0,POINT (-120.6734 55.9932)
15762,Point,00:00.0,15765,37:26.0,0.7,56.001,-120.7106,nrcan,5954.468,0,POINT (-120.7106 56.001)
15763,Point,00:00.0,15766,45:13.3,1.6,55.9898,-120.6777,nrcan,467.292,0,POINT (-120.6777 55.9898)
15764,Point,00:00.0,15767,46:54.7,1,55.9972,-120.6793,nrcan,3701.384,0,POINT (-120.6793 55.9972)
15765,Point,00:00.0,15768,20:37.7,0.9,56.1353,-120.9151,nrcan,2023.017,0,POINT (-120.9151 56.1353)
15766,Point,00:00.0,15769,14:17.7,0.4,55.9909,-120.7081,nrcan,24819.99,0,POINT (-120.7081 55.9909)
15767,Point,00:00.0,15770,54:25.5,2.1,55.9052,-120.2146,nrcan,13207.749,0,POINT (-120.2146 55.9052)
15768,Point,00:00.0,15771,29:53.5,0.8,55.9065,-120.216,nrcan,2128.061,0,POINT (-120.216 55.9065)
15769,Point,00:00.0,15772,49:56.5,1.4,55.9909,-120.6758,nrcan,1202.984,0,POINT (-120.6758 55.9909)
15770,Point,00:00.0,15773,53:09.8,1.5,55.9058,-120.2174,nrcan,193.318,0,POINT (-120.2174 55.9058)
15771,Point,00:00.0,15774,42:25.1,0.8,55.9045,-120.2198,nrcan,2955.226,0,POINT (-120.2198 55.9045)
15772,Point,00:00.0,15775,43:55.9,0.6,55.9066,-120.2197,nrcan,90.849,0,POINT (-120.2197 55.9066)
15773,Point,00:00.0,15776,47:47.9,0.5,55.9071,-120.2169,nrcan,232.048,0,POINT (-120.2169 55.9071)
15774,Point,00:00.0,15777,49:05.5,0.9,55.9882,-120.6768,nrcan,77.558,0,POINT (-120.6768 55.9882)
15775,Point,00:00.0,15778,50:12.4,0.6,55.9071,-120.2206,nrcan,66.905,0,POINT (-120.2206 55.9071)
15776,Point,00:00.0,15779,40:07.3,2,55.9087,-120.2215,nrcan,2994.931,0,POINT (-120.2215 55.9087)
15777,Point,00:00.0,15780,41:45.0,0.6,55.9047,-120.2193,nrcan,97.685,0,POINT (-120.2193 55.9047)
15778,Point,00:00.0,15781,15:40.9,0.6,55.9912,-120.6809,nrcan,2035.86,0,POINT (-120.6809 55.9912)
15779,Point,00:00.0,15782,02:10.4,1,55.9932,-120.6752,nrcan,24389.494,0,POINT (-120.6752 55.9932)
15780,Point,00:00.0,15783,07:51.5,1.4,55.9919,-120.4882,nrcan,3941.137,0,POINT (-120.4882 55.9919)
15781,Point,00:00.0,15784,39:13.5,1.7,56.1386,-120.9225,nrcan,5481.99,0,POINT (-120.9225 56.1386)
15782,Point,00:00.0,15785,09:00.6,0.6,55.9003,-120.2237,nrcan,5387.099,0,POINT (-120.2237 55.9003)
15783,Point,00:00.0,15786,42:41.6,0.7,55.9919,-120.4882,nrcan,5621.033,0,POINT (-120.4882 55.9919)
15784,Point,00:00.0,15787,03:18.6,0.6,55.9025,-120.2255,nrcan,1236.957,0,POINT (-120.2255 55.9025)
15785,Point,00:00.0,15788,16:36.6,2,55.9089,-120.2201,nrcan,7997.962,0,POINT (-120.2201 55.9089)
15786,Point,00:00.0,15789,43:46.7,1.4,55.993,-120.6813,nrcan,1630.166,0,POINT (-120.6813 55.993)
15787,Point,00:00.0,15790,47:33.3,1.3,55.9962,-120.6803,nrcan,226.563,0,POINT (-120.6803 55.9962)
15788,Point,00:00.0,15791,48:40.3,0.8,55.9944,-120.6846,nrcan,66.97,0,POINT (-120.6846 55.9944)
15789,Point,00:00.0,15792,51:54.5,0.9,55.9956,-120.6803,nrcan,194.269,0,POINT (-120.6803 55.9956)
15790,Point,00:00.0,15793,56:06.2,0.5,55.9922,-120.679,nrcan,251.64,0,POINT (-120.679 55.9922)
15791,Point,00:00.0,15794,58:17.2,0.7,55.993,-120.6813,nrcan,131.051,0,POINT (-120.6813 55.993)
15792,Point,00:00.0,15795,03:04.3,0.6,55.9953,-120.6752,nrcan,287.041,0,POINT (-120.6752 55.9953)
15793,Point,00:00.0,15796,04:00.9,0.6,55.9954,-120.6808,nrcan,56.65,0,POINT (-120.6808 55.9954)
15794,Point,00:00.0,15797,13:55.5,1,55.9967,-120.6765,nrcan,594.559,0,POINT (-120.6765 55.9967)
15795,Point,00:00.0,15798,22:37.8,0.6,55.9974,-120.6751,nrcan,522.37,0,POINT (-120.6751 55.9974)
15796,Point,00:00.0,15799,26:28.2,2,55.9977,-120.6784,nrcan,230.394,0,POINT (-120.6784 55.9977)
15797,Point,00:00.0,15800,31:42.1,0.7,55.9953,-120.677,nrcan,313.896,0,POINT (-120.677 55.9953)
15798,Point,00:00.0,15801,32:59.0,0.6,55.9922,-120.6734,nrcan,76.889,0,POINT (-120.6734 55.9922)
15799,Point,00:00.0,15802,05:17.8,0.4,55.9922,-120.679,nrcan,1938.751,0,POINT (-120.679 55.9922)
15800,Point,00:00.0,15803,15:35.7,0.6,55.9964,-120.677,nrcan,617.967,0,POINT (-120.677 55.9964)
15801,Point,00:00.0,15804,53:24.2,0.5,55.9009,-120.2247,nrcan,2268.513,0,POINT (-120.2247 55.9009)
15802,Point,00:00.0,15805,18:05.8,1.3,55.9972,-120.6784,nrcan,1481.535,0,POINT (-120.6784 55.9972)
15803,Point,00:00.0,15806,30:50.2,0.5,55.9989,-120.6629,nrcan,764.448,0,POINT (-120.6629 55.9989)
15804,Point,00:00.0,15807,12:22.3,0.7,56.1364,-120.915,nrcan,6092.041,0,POINT (-120.915 56.1364)
15805,Point,00:00.0,15808,28:50.0,2.1,56.3337,-122.1033,nrcan,987.713,0,POINT (-122.1033 56.3337)
15806,Point,00:00.0,15809,10:02.1,0.7,55.9063,-120.2211,nrcan,2472.087,0,POINT (-120.2211 55.9063)
15807,Point,00:00.0,15810,40:12.3,0.5,55.9902,-120.6829,nrcan,5410.259,0,POINT (-120.6829 55.9902)
